,time,site
170917,2022-08-22,ukk2102-19190
111059,2021-09-01,ukj2100-14800
3242,2020-05-21,ukk3102-31900
64791,2021-05-13,ukk4301-21700
4298,2020-05-24,uke2206-07600
176974,2022-09-06,ukk4305-25000
11987,2020-06-11,ukj4204-13000
101526,2021-08-09,ukk2201-18700
98747,2021-08-02,ukk4305-24800
105499,2021-08-19,ukc2106-04400
118032,2021-09-17,ukk4305-25900
137909,2022-06-04,uke1200-08100
68262,2021-05-22,uke2206-07100
123638,2022-04-28,ukh1303-10600
104242,2021-08-16,ukc2106-04400
37149,2020-08-10,ukh1303-10500
175940,2022-09-04,ukj4209-12000
1498,2020-05-17,ukk2101-19100
110420,2021-08-30,ukk3106-27100
158212,2022-07-22,ukj2403-15900
48422,2020-09-06,ukc1101-06100
5298,2020-05-26,ukk2201-18700
58917,2020-09-30,ukk4304-34600
105154,2021-08-18,ukh1303-10600
81175,2021-06-22,ukc1101-06100
97570,2021-07-31,ukd4312-43000
143264,2022-06-16,ukk4200-23700
145184,2022-06-21,ukj3400-18100
63052,2021-05-09,ukk3104-33600
184115,2022-09-23,ukk4301-22000
170926,2022-08-22,ukk2201-18800
38393,2020-08-13,uke2206-07000
67898,2021-05-21,uki1101-11910
67758,2021-05-20,ukk4306-22500
83858,2021-06-28,ukj3307-16350
53433,2020-09-17,ukk4301-22000
163359,2022-08-03,ukk2205-21200
161955,2022-07-31,ukh3100-11770
71122,2021-05-29,ukc1202-06400
136201,2022-05-31,ukd1203-45625
38111,2020-08-12,ukj4210-12800
100255,2021-08-06,ukk2101-19030
67911,2021-05-21,ukj2203-14600
131055,2022-05-18,ukk4200-23700
167770,2022-08-14,ukd1102-44300
61622,2021-05-06,ukj2201-14500
163796,2022-08-04,ukk3101-26520
14369,2020-06-17,ukd4200-42600
31138,2020-07-26,ukk4305-25100
136418,2022-05-31,ukk2206-20300
30210,2020-07-24,ukk3104-33400
121953,2021-09-27,ukj2100-14800
166449,2022-08-10,ukk4305-25100
150283,2022-07-03,ukk2101-19100
176825,2022-09-06,ukk2204-19900
93552,2021-07-21,ukk2101-19050
94718,2021-07-24,ukj2100-14800
23211,2020-07-08,ukd4303-41800
121536,2021-09-26,ukj2100-14950
180143,2022-09-14,ukj4208-13400
13912,2020-06-16,ukc2101-04200
65522,2021-05-15,ukk3101-26520
59947,2021-05-02,ukj2201-14550
13963,2020-06-16,uke1200-07950
114636,2021-09-09,ukk4200-23100
34886,2020-08-04,ukk3106-32400
141778,2022-06-13,ukj2203-14600
31936,2020-07-28,ukk3106-32320
37507,2020-08-11,ukc2300-05500
137409,2022-06-02,ukk4305-26000
46695,2020-09-01,ukk4301-21800
99556,2021-08-04,ukk4200-23501
56197,2020-09-24,ukj4208-13500
120874,2021-09-24,ukk3104-33600
165756,2022-08-09,ukh3311-11350
169128,2022-08-17,ukh3311-11700
81909,2021-06-23,ukk3104-33700
15256,2020-06-19,ukh1303-10400
58066,2020-09-28,ukk4301-22200
89699,2021-07-12,ukj2203-14600
62986,2021-05-09,ukk2204-20000
74145,2021-06-05,ukh1303-10350
132756,2022-05-22,ukk4304-34100
178531,2022-09-10,ukk2305-35200
98299,2021-08-01,ukk4200-23501
30035,2020-07-24,ukj2100-14950
10626,2020-06-08,ukh1303-10500
1254,2020-05-16,ukk4305-25800
96955,2021-07-29,ukk3101-27000
31022,2020-07-26,ukk3102-28700
112426,2021-09-04,ukk2204-19800
171699,2022-08-24,ukj3308-17100
179551,2022-09-13,ukc2203-05100
98168,2021-08-01,ukk2102-19200
130135,2022-05-16,ukk3102-32000
95542,2021-07-26,ukh3100-11904
63735,2021-05-11,ukj2402-15800
165155,2022-08-07,ukk4200-23600
142521,2022-06-15,ukd4200-42300
186305,2022-09-29,ukd4200-42100
121533,2021-09-26,uki1106-11940
182610,2022-09-20,ukj2100-15000
12,2020-05-14,ukc1202-06600
31710,2020-07-28,ukh3311-11600
13519,2020-06-15,ukd1103-45920
92418,2021-07-18,ukk3106-32150
27697,2020-07-18,ukk3105-30800
142670,2022-06-15,ukj4204-13100
55289,2020-09-22,uki1101-11910
132174,2022-05-21,ukk1302-11760
26476,2020-07-15,ukk4200-23700
9447,2020-06-05,ukj3400-17800
1389,2020-05-17,ukh3100-11902
148353,2022-06-28,ukk4305-25800
8422,2020-06-02,ukk4306-22900
67161,2021-05-19,ukk2102-19190
171592,2022-08-24,uke1200-08300
152828,2022-07-09,ukk2204-20000
89507,2021-07-11,ukk4200-24200
17863,2020-06-25,ukj3400-17400
60448,2021-05-03,ukk2101-19000
120157,2021-09-23,ukc2102-03700
90137,2021-07-13,ukj3100-16500
5241,2020-05-26,ukj3400-18200
155434,2022-07-15,ukk3105-31100
96120,2021-07-27,ukk3102-28600
30780,2020-07-26,ukd1103-45920
182651,2022-09-20,ukj3400-17850
94331,2021-07-23,ukj3305-16800
549,2020-05-15,ukh3306-11750
64935,2021-05-14,ukh1305-10000
160580,2022-07-28,ukc1202-06300
52316,2020-09-15,ukh1305-10300
96603,2021-07-28,ukk3106-28100
5991,2020-05-28,ukf3102-09700
133491,2022-05-24,ukk3101-26900
87711,2021-07-07,ukk2205-21000
126456,2022-05-07,ukk4305-25300
49882,2020-09-09,ukj4208-13500
159196,2022-07-24,ukk3104-32550
81022,2021-06-21,ukk2305-35000
19007,2020-06-28,ukd5300-41200
38483,2020-08-13,ukj3304-16850
137400,2022-06-02,ukk4305-25100
156966,2022-07-19,ukj3400-17600
64389,2021-05-12,ukk4305-24800
66012,2021-05-16,ukk3106-27700
148803,2022-06-30,ukc2101-04250
42058,2020-08-21,ukk4200-24200
84890,2021-06-30,ukk4200-23400
143126,2022-06-16,ukk2101-19100
45390,2020-08-29,ukk3106-27200
83627,2021-06-27,ukk3106-32500
1411,2020-05-17,ukj2201-14550
63114,2021-05-09,ukk4301-21600
31019,2020-07-26,ukk3102-28500
59440,2021-05-01,ukd4312-42800
83580,2021-06-27,ukk3104-33360
45462,2020-08-29,ukk4305-26100
3901,2020-05-23,ukh1305-10300
50008,2020-09-09,ukk3105-30700
46909,2020-09-02,ukj3308-16900
41359,2020-08-20,ukh1303-10500
89659,2021-07-12,ukh1305-10150
62738,2021-05-09,ukc1101-06000
110955,2021-09-01,ukc2300-05500
183796,2022-09-23,uke1200-07900
93508,2021-07-21,ukj3400-18200
45304,2020-08-29,ukk2205-20970
185204,2022-09-26,ukj4210-12350
156045,2022-07-17,ukh1304-09800
145064,2022-06-21,uke1200-07950
48954,2020-09-07,ukh1407-10830
30356,2020-07-25,ukd1103-44800
42699,2020-08-23,ukj3308-16900
63070,2021-05-09,ukk3105-31350
17499,2020-06-24,ukk2102-19170
147579,2022-06-27,ukd4305-43550
58365,2020-09-29,ukk2206-20700
17715,2020-06-25,ukc2203-05000
146405,2022-06-24,ukj2201-14500
173175,2022-08-27,ukk4304-34300
161026,2022-07-29,ukc2203-05100
73124,2021-06-02,ukk3105-31250
16529,2020-06-22,ukh1305-10150
11720,2020-06-10,ukk3106-28200
129987,2022-05-16,ukj2201-14550
125173,2022-05-04,ukk4200-24600
150748,2022-07-04,ukk3101-26570
4678,2020-05-25,ukd1103-45920
128263,2022-05-12,ukh1305-10100
48810,2020-09-06,ukk4304-34410
351,2020-05-14,ukk3106-28000
51815,2020-09-14,ukc2203-04900
185249,2022-09-26,ukk2205-20970
74513,2021-06-06,ukd1203-45650
132312,2022-05-21,ukk4200-23100
100332,2021-08-06,ukk3104-32700
47226,2020-09-03,uke1200-08300
25000,2020-07-12,ukj2402-15600
173912,2022-08-29,ukk3102-28600
40489,2020-08-18,uke1200-08200
103527,2021-08-14,ukj2204-13900
147823,2022-06-27,ukk3103-29500
175247,2022-09-01,ukk3106-32310
46765,2020-09-02,ukc2203-05100
28649,2020-07-21,ukc2102-03600
106366,2021-08-21,ukd4305-43260
13952,2020-06-16,ukd4305-43550
107120,2021-08-22,ukk4304-34400
153527,2022-07-11,ukh1305-10300
41145,2020-08-19,ukk3104-32550
89174,2021-07-11,ukd1103-45200
50881,2020-09-11,ukk3106-32320
149856,2022-07-02,ukk1302-11760
40403,2020-08-17,ukk4305-25400
26893,2020-07-16,ukk4200-23300
3414,2020-05-22,ukd1103-45600
156474,2022-07-18,ukh1305-10300
96560,2021-07-28,ukk3104-32600
80525,2021-06-20,ukj4202-12100
1416,2020-05-17,ukj2204-14000
141715,2022-06-13,uke2206-07700
18543,2020-06-27,ukc2101-04200
66882,2021-05-18,ukk4200-24300
29413,2020-07-22,ukk3106-32400
122173,2021-09-27,ukk3106-32340
163291,2022-08-03,ukj3400-18400
89181,2021-07-11,ukd4200-42100
146095,2022-06-23,ukk2205-20970
90530,2021-07-14,ukj2100-14950
181482,2022-09-17,ukk3101-26570
82468,2021-06-25,ukd1102-44400
68177,2021-05-21,ukk4306-22500
81556,2021-06-22,ukk4301-22200
168400,2022-08-15,ukk2201-18900
185799,2022-09-27,ukk4301-22000
110570,2021-08-31,uke1200-08100
124627,2022-04-30,ukk2204-20000
135790,2022-05-30,ukd4305-43260
76292,2021-06-10,ukj2204-13900
95613,2021-07-26,ukj4204-13000
54119,2020-09-19,ukk2101-19020
154991,2022-07-14,ukk3104-32900
176160,2022-09-05,ukc1202-06500
72125,2021-05-31,ukj3307-16300
139610,2022-06-08,uke2206-07700
126510,2022-05-08,ukd1101-46100
71869,2021-05-30,ukk3105-31350
115875,2021-09-12,ukk3106-27900
153734,2022-07-11,ukk3104-33400
88426,2021-07-09,ukh3311-11600
186354,2022-09-29,ukh1303-10400
38295,2020-08-12,ukk4305-25100
122629,2021-09-28,ukk4305-24700
141549,2022-06-12,ukk3106-27200
5432,2020-05-26,ukk4200-24300
151773,2022-07-07,ukd1102-44400
2262,2020-05-19,ukj2401-15100
97297,2021-07-30,ukj4208-13800
32180,2020-07-29,ukj3400-17700
114342,2021-09-09,uke1200-08200
58941,2020-09-30,ukk4306-22800
73413,2021-06-03,ukj4208-13700
130347,2022-05-17,uke2206-07600
77562,2021-06-13,ukj2402-15800
19792,2020-06-29,ukk4307-33900
90173,2021-07-13,ukj4208-13700
120505,2021-09-23,ukk4200-23400
124161,2022-04-29,ukj4208-13800
5087,2020-05-26,ukc2203-05200
121368,2021-09-25,ukk4304-34450
96280,2021-07-28,ukc2104-04300
134943,2022-05-28,ukd4200-42300
151164,2022-07-05,ukk2305-35100
182461,2022-09-19,ukk4306-22400
179037,2022-09-11,ukk3106-32320
8683,2020-06-03,ukk2206-20300
92261,2021-07-18,ukj4204-13000
167768,2022-08-14,ukd1101-46100
47817,2020-09-04,ukk2201-17200
22282,2020-07-05,ukk4301-22300
3932,2020-05-23,ukj2100-14900
154083,2022-07-12,ukk2201-18700
31038,2020-07-26,ukk3103-29900
2115,2020-05-19,ukc1202-06400
25679,2020-07-13,ukk4306-22500
21908,2020-07-05,ukc1404-05800
67462,2021-05-20,ukh3100-11770
51284,2020-09-12,ukk3106-27200
14831,2020-06-18,ukf3102-09600
138452,2022-06-05,ukj3400-18400
53827,2020-09-18,ukk3106-32310
16530,2020-06-22,ukh1305-10200
60054,2021-05-02,ukk2204-20100
109686,2021-08-29,ukc2103-04700
169227,2022-08-17,ukk2101-19060
163193,2022-08-03,ukf3102-09500
64371,2021-05-12,ukk4301-21600
66969,2021-05-19,ukd1103-45920
146256,2022-06-23,ukk4306-22600
65014,2021-05-14,ukj3400-18000
2724,2020-05-20,ukj4202-12200
24196,2020-07-10,ukj4204-13000
66191,2021-05-17,ukh1304-09900
39284,2020-08-15,ukh3311-11300
60175,2021-05-02,ukk4200-24000
145845,2022-06-23,ukc1202-06300
39223,2020-08-15,uke1200-07950
36796,2020-08-09,ukj2407-15400
44384,2020-08-27,ukj3308-17000
74817,2021-06-06,ukk3106-28300
102483,2021-08-11,ukk4100-26400
99024,2021-08-03,ukk2205-21000
35041,2020-08-05,ukh1303-10325
137801,2022-06-03,ukk4301-21700
148301,2022-06-28,ukk3106-32300
156690,2022-07-18,ukk3105-30500
109371,2021-08-28,ukh3311-11100
60321,2021-05-03,ukh1303-10600
55660,2020-09-23,uke2206-07600
80582,2021-06-20,ukk2204-19800
135163,2022-05-28,ukk2302-35600
11650,2020-06-10,ukk3101-26800
57875,2020-09-28,ukj4202-12200
23678,2020-07-09,ukh1303-10600
108525,2021-08-26,ukh3100-11780
117514,2021-09-16,ukk3104-32900
32435,2020-07-30,ukc2101-04000
62277,2021-05-07,ukk4301-21700
163470,2022-08-03,ukk4200-23501
67788,2021-05-21,ukc2104-04300
41529,2020-08-20,ukk2302-35500
116573,2021-09-14,ukj4209-11975
157157,2022-07-19,ukk4200-23700
136134,2022-05-30,ukk4305-24800
93495,2021-07-21,ukj3307-16350
116432,2021-09-14,ukd5400-41000
28720,2020-07-21,ukf3102-09200
157368,2022-07-20,ukj2402-15700
173233,2022-08-28,ukc2203-04800
143406,2022-06-17,ukf3102-09500
57025,2020-09-26,ukj3400-18300
24504,2020-07-11,uke2206-07400
45416,2020-08-29,ukk4200-23200
171820,2022-08-24,ukk3103-29400
45721,2020-08-30,ukk2204-19900
31255,2020-07-27,ukh1303-10500
12947,2020-06-13,ukk3104-33350
183731,2022-09-22,ukk4307-33800
3241,2020-05-21,ukk3102-31800
149093,2022-06-30,ukk3104-32600
138901,2022-06-06,ukj4210-12750
7294,2020-05-31,ukh3311-11700
134030,2022-05-25,ukk4305-24900
49770,2020-09-09,ukf3102-09200
14096,2020-06-16,ukj4208-13400
165217,2022-08-08,ukc1404-05700
40272,2020-08-17,ukk3101-26520
40300,2020-08-17,ukk3103-29900
105596,2021-08-19,ukh3100-11900
142555,2022-06-15,uke2206-07500
24773,2020-07-11,ukk3106-28400
26445,2020-07-15,ukk3106-27200
59349,2021-04-30,ukk4301-22200
74428,2021-06-05,ukk4301-21700
21546,2020-07-04,uke1200-08600
113897,2021-09-08,ukd1103-45920
71289,2021-05-29,ukj3307-16400
94920,2021-07-24,ukk3106-27400
127316,2022-05-09,ukk4307-33800
67672,2021-05-20,ukk3105-30800
32792,2020-07-30,ukk4200-23800
179339,2022-09-12,ukk2102-19350
28018,2020-07-19,ukk2101-19030
126010,2022-05-06,ukk4200-24500
82573,2021-06-25,ukj2201-14550
24033,2020-07-10,ukc2204-05300
23132,2020-07-07,ukk4304-34600
11051,2020-06-09,ukh1304-09850
56489,2020-09-25,uke1200-08600
43694,2020-08-25,ukk3105-30750
37469,2020-08-10,ukk4306-22700
158606,2022-07-23,uki1101-11930
108324,2021-08-25,ukk3105-31450
30556,2020-07-25,ukk2201-17200
56341,2020-09-24,ukk3106-27700
124601,2022-04-30,ukk1202-36000
43384,2020-08-25,ukc2102-03600
28115,2020-07-19,ukk3105-30600
186082,2022-09-28,ukk2201-18800
112556,2021-09-04,ukk4301-21600
30327,2020-07-25,ukc1404-05700
74463,2021-06-05,ukk4306-22600
130624,2022-05-17,ukk3106-32400
151092,2022-07-05,ukj4208-13300
123771,2022-04-28,ukk2101-19150
157156,2022-07-19,ukk4200-23600
173322,2022-08-28,ukh1407-10850
130003,2022-05-16,ukj2402-15700
160799,2022-07-28,ukk1202-35800
12041,2020-06-11,ukk2204-19900
159526,2022-07-25,ukj4210-12600
150458,2022-07-03,ukk4305-25800
11267,2020-06-09,ukk3104-33600
68836,2021-05-23,ukk2102-19170
54227,2020-09-19,ukk3105-31350
169356,2022-08-17,ukk3106-32400
121749,2021-09-26,ukk3106-32200
13951,2020-06-16,ukd4305-43260
120740,2021-09-24,ukj3400-17900
157090,2022-07-19,ukk3103-31500
92208,2021-07-18,ukj2201-14400
172668,2022-08-26,ukk3103-31500
100130,2021-08-06,ukh1304-09900
65856,2021-05-16,ukj3400-18350
50162,2020-09-10,ukd5300-41300
86345,2021-07-04,ukj2202-14100
41191,2020-08-19,ukk3106-28300
42702,2020-08-23,ukj3400-17400
21782,2020-07-04,ukk3104-32750
10256,2020-06-07,ukj2204-13900
183166,2022-09-21,ukk3101-26570
17683,2020-06-24,ukk4306-22800
76777,2021-06-11,ukj4210-12660
45715,2020-08-30,ukk2201-18750
156262,2022-07-17,ukk3104-33600
150538,2022-07-04,uke1200-08000
130335,2022-05-17,uke1200-08700
49939,2020-09-09,ukk2205-21300
105259,2021-08-18,ukj4209-11950
21894,2020-07-04,ukk4306-22900
14648,2020-06-17,ukk3105-31000
10356,2020-06-07,ukk2204-19800
32117,2020-07-29,ukh3100-11780
172656,2022-08-26,ukk3102-31900
25272,2020-07-13,ukc1202-06600
39625,2020-08-16,ukd1203-45700
98433,2021-08-02,uke2206-07400
110566,2021-08-31,ukd5400-41000
94870,2021-07-24,ukk3102-31900
31154,2020-07-26,ukk4306-22700
78917,2021-06-16,ukk2206-20300
180754,2022-09-15,ukk4304-34400
94602,2021-07-24,ukc2103-04700
53401,2020-09-17,ukk3106-28400
82737,2021-06-25,ukk3104-32900
171966,2022-08-25,ukc2104-04280
122178,2021-09-27,ukk4200-23100
65015,2021-05-14,ukj3400-18100
97197,2021-07-30,ukh1304-09900
106623,2021-08-21,ukk3104-33300
162585,2022-08-01,ukk3105-30600
28006,2020-07-19,ukj4210-12750
148853,2022-06-30,uke1200-07950
31078,2020-07-26,ukk3106-27400
173320,2022-08-28,ukh1407-10800
84959,2021-07-01,ukc2101-04250
74077,2021-06-05,ukc2203-04900
130416,2022-05-17,ukj2310-11945
83159,2021-06-26,ukk3104-33300
60469,2021-05-03,ukk2204-19700
167427,2022-08-13,ukh1407-10850
139546,2022-06-08,ukc2103-04600
142172,2022-06-14,ukh3100-11850
124699,2022-04-30,ukk3105-30400
135471,2022-05-29,ukj2401-15300
141225,2022-06-12,ukc2101-04250
112888,2021-09-05,ukk3102-32000
185939,2022-09-28,ukh1304-09900
89380,2021-07-11,ukk2204-19700
28291,2020-07-20,uke2206-07200
48981,2020-09-07,ukj2100-15000
97528,2021-07-31,ukc2101-04200
179663,2022-09-13,ukj2100-15000
55853,2020-09-23,ukk3101-26600
117141,2021-09-15,ukk3106-32300
14782,2020-06-18,ukd1103-45920
138116,2022-06-04,ukk3101-26530
35803,2020-08-07,ukc2101-04000
52322,2020-09-15,ukh1407-10830
100070,2021-08-06,ukd1103-45920
159350,2022-07-25,ukd1102-44300
95243,2021-07-25,ukk2201-18800
72925,2021-06-02,ukh3311-11700
145420,2022-06-21,ukk4307-33900
142125,2022-06-14,uke1200-08900
22148,2020-07-05,ukk2204-20200
22069,2020-07-05,ukj3307-16400
94486,2021-07-23,ukk3105-30700
53431,2020-09-17,ukk4301-21800
64941,2021-05-14,ukh1305-10310
32910,2020-07-31,uke1200-08100
157129,2022-07-19,ukk3106-27500
38535,2020-08-13,ukk1100-36050
93487,2021-07-21,ukj2403-16100
7362,2020-05-31,ukj4208-13600
82538,2021-06-25,ukh1305-10300
82075,2021-06-24,uke1200-07900
166604,2022-08-11,uki1101-11920
33831,2020-08-02,ukj2203-14600
157887,2022-07-21,ukk2205-21300
151657,2022-07-06,ukk3106-27600
15140,2020-06-18,ukk4305-25100
183245,2022-09-21,ukk3106-32300
181376,2022-09-17,ukj3305-16800
153057,2022-07-10,ukd5300-41500
97669,2021-07-31,ukj2402-15500
88749,2021-07-10,ukc2300-05600
39870,2020-08-16,ukk3102-32000
178132,2022-09-09,ukk3103-29000
138374,2022-06-05,ukh1406-11000
138924,2022-06-06,ukk2102-19450
7698,2020-06-01,ukh3100-11770
129446,2022-05-15,ukc2106-04400
2429,2020-05-19,ukk3105-30100
151792,2022-07-07,ukd5300-41200
123375,2021-09-30,ukk3104-32550
13395,2020-06-14,ukk3106-27300
140540,2022-06-10,ukj3307-16350
20031,2020-06-30,ukk2201-17200
108445,2021-08-26,ukd1102-44300
74728,2021-06-06,ukk2206-20400
43765,2020-08-25,ukk4305-24800
134154,2022-05-26,ukh1304-09850
180533,2022-09-15,ukj3305-16700
159428,2022-07-25,ukh1407-10850
184373,2022-09-24,ukj4210-12900
162501,2022-08-01,ukk2201-17200
20467,2020-07-01,ukk2205-21100
111082,2021-09-01,ukj2402-15800
138664,2022-06-05,ukk4305-25200
122646,2021-09-28,ukk4306-22400
15761,2020-06-20,ukj3400-17700
146463,2022-06-24,ukj4208-13500
21370,2020-07-03,ukk3104-33500
53891,2020-09-18,ukk4306-23000
84812,2021-06-30,ukk3102-31700
22032,2020-07-05,uki1101-11930
177195,2022-09-07,ukj4208-13300
9405,2020-06-05,ukj2100-14900
137215,2022-06-02,ukj4210-12660
27561,2020-07-18,ukj4202-12120
133570,2022-05-24,ukk3106-32340
64360,2021-05-12,ukk4200-23501
177650,2022-09-08,ukk2101-19150
94161,2021-07-22,ukk4307-33800
50481,2020-09-10,ukk4200-24600
75607,2021-06-08,ukk3103-30000
140355,2022-06-09,ukk4305-25900
11375,2020-06-10,ukc1101-06200
131681,2022-05-20,ukj2401-15200
69343,2021-05-24,ukk3105-30400
73449,2021-06-03,ukk2102-19400
178200,2022-09-09,ukk4100-26400
63665,2021-05-11,ukf3102-09400
74765,2021-06-06,ukk3103-29500
75518,2021-06-08,ukj4210-12600
109488,2021-08-28,ukk2201-18750
6682,2020-05-29,ukk4100-26500
90725,2021-07-14,ukk3105-31400
179783,2022-09-13,ukk2206-20400
174098,2022-08-30,ukd4200-42500
53980,2020-09-19,ukf3102-09200
181701,2022-09-18,uke1301-09000
62638,2021-05-08,ukk3105-30300
166565,2022-08-11,ukh1303-10350
35698,2020-08-06,ukk3105-31000
81356,2021-06-22,ukj3400-18100
170919,2022-08-22,ukk2102-19350
64984,2021-05-14,ukj2401-15100
37283,2020-08-10,ukk2101-19100
26524,2020-07-15,ukk4306-22800
35323,2020-08-05,ukk4200-24300
183205,2022-09-21,ukk3104-33400
36591,2020-08-08,ukk4301-21800
49863,2020-09-09,ukj3400-17800
115705,2021-09-12,ukj3308-17000
149869,2022-07-02,ukk2102-19400
139725,2022-06-08,ukj4208-13300
28852,2020-07-21,ukk1100-36050
100609,2021-08-07,ukj2403-16000
32847,2020-07-31,ukc1202-06300
160154,2022-07-26,ukk4307-33800
141938,2022-06-13,ukk3104-32750
165172,2022-08-07,ukk4301-22300
101229,2021-08-08,ukk4200-23200
5254,2020-05-26,ukj4208-13300
123115,2021-09-30,ukd1103-45920
177713,2022-09-08,ukk3103-29200
69738,2021-05-25,ukk3103-29501
115989,2021-09-13,ukd1103-44800
85922,2021-07-03,ukj2100-15000
152204,2022-07-08,ukd4200-42300
73192,2021-06-02,ukk4305-25200
91120,2021-07-15,ukk3104-33300
52863,2020-09-16,ukk2102-19170
112496,2021-09-04,ukk3104-33700
156293,2022-07-17,ukk3106-28100
21516,2020-07-04,ukd1103-45200
77933,2021-06-14,ukh1407-10750
118050,2021-09-18,ukc1202-06400
76353,2021-06-10,ukj4210-12400
68728,2021-05-23,ukh3311-11100
29929,2020-07-24,ukc2300-05500
99062,2021-08-03,ukk3103-28900
162736,2022-08-02,ukd4312-42800
28278,2020-07-20,uke1200-08000
80756,2021-06-21,ukc1101-06100
55106,2020-09-21,ukk4200-23900
82495,2021-06-25,uke1200-07950
33092,2020-07-31,ukk2204-20000
78123,2021-06-14,ukk3104-32550
93101,2021-07-20,ukj4204-13200
29668,2020-07-23,ukj4202-12200
142345,2022-06-14,ukk3103-28900
129163,2022-05-14,ukj2403-15900
183016,2022-09-21,ukh3311-11250
164605,2022-08-06,ukk2102-19450
95486,2021-07-26,uke1200-08100
44786,2020-08-28,ukj2402-15500
34446,2020-08-03,ukk3106-27400
69585,2021-05-25,ukj2202-14100
118080,2021-09-18,ukd1101-46100
34573,2020-08-04,ukd1203-45700
48286,2020-09-05,ukk3102-31650
36480,2020-08-08,ukk2305-35000
108829,2021-08-27,ukc1101-06100
137508,2022-06-03,ukf3102-09100
74138,2021-06-05,ukf3102-09200
165829,2022-08-09,ukj4208-13500
72156,2021-05-31,ukj4208-13700
62444,2021-05-08,ukh3311-11250
110695,2021-08-31,ukj4202-12150
57583,2020-09-27,ukk3105-30400
16150,2020-06-21,ukj2204-13900
175390,2022-09-02,uke2206-07100
155425,2022-07-15,ukk3105-30300
23273,2020-07-08,ukh1407-10830
129929,2022-05-16,ukf1400-09750
4635,2020-05-24,ukk4307-33800
137297,2022-06-02,ukk3103-29400
20496,2020-07-01,ukk3102-28600
109453,2021-08-28,ukj4210-12350
81502,2021-06-22,ukk3105-31100
31282,2020-07-27,ukh3306-11750
55290,2020-09-22,uki1101-11920
167072,2022-08-12,ukj3400-17800
60377,2021-05-03,ukj2401-15300
157576,2022-07-20,ukk4200-23501
185946,2022-09-28,ukh1305-10310
100390,2021-08-06,ukk4200-23100
182850,2022-09-20,ukk4301-21800
24792,2020-07-11,ukk4200-23700
81970,2021-06-23,ukk4301-21700
99946,2021-08-05,ukk3106-27200
178548,2022-09-10,ukk3102-31700
79798,2021-06-18,ukk3103-31500
88476,2021-07-09,ukj3400-17800
132523,2022-05-22,ukj2401-15200
72245,2021-05-31,ukk3102-32000
85187,2021-07-01,ukk2201-18800
42274,2020-08-22,ukj3305-16800
60119,2021-05-02,ukk3104-33600
19620,2020-06-29,ukk2204-20000
39538,2020-08-15,ukk4301-21800
103029,2021-08-13,uke1200-08200
34098,2020-08-02,ukk4306-22400
40861,2020-08-19,ukc2102-03900
9683,2020-06-05,ukk4306-22700
15977,2020-06-20,ukk4304-34800
16991,2020-06-23,ukj2203-14600
146308,2022-06-24,ukd1203-45700
22253,2020-07-05,ukk3106-32320
149577,2022-07-01,ukk4200-23501
12554,2020-06-12,ukk3106-27400
122071,2021-09-27,ukk2205-21200
27310,2020-07-17,ukk4100-26400
123174,2021-09-30,ukh1304-09850
77127,2021-06-12,ukj2202-14100
3001,2020-05-21,ukd4200-42500
56383,2020-09-24,ukk4301-22300
137783,2022-06-03,ukk4100-26400
137573,2022-06-03,ukj2310-11945
170440,2022-08-21,ukj3400-17700
19669,2020-06-29,ukk3103-29501
109664,2021-08-28,ukk4307-33800
94854,2021-07-24,ukk3101-26560
32429,2020-07-30,ukc1202-06600
3507,2020-05-22,uki1101-11920
64753,2021-05-13,ukk3106-27500
182248,2022-09-19,ukj4208-13400
123087,2021-09-30,ukc2101-04200
131200,2022-05-19,ukh1303-10325
95846,2021-07-27,ukc1202-06650
141401,2022-06-12,ukj3400-18600
